EarthPod Sensor Log
Created: Mon Jul  6 04:24:23 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Mon Jul  6 19:42:29 2020,6.213,46.155,15.512,1160.96,96.686605468,0,0.0,0.211,50.3,0
Mon Jul  6 19:42:36 2020,6.215,46.203,14.106,1157.76,96.687773437,0,0.0,0.34,46.93,0
Mon Jul  6 19:42:43 2020,6.213,46.185,13.351,1160.96,96.686414062,0,0.0,0.189,52.33,0
Mon Jul  6 19:42:50 2020,6.214,46.158,14.259,1156.48,96.686578125,0,0.0,0.119,54.73,0
Mon Jul  6 19:42:57 2020,6.215,46.206,13.748,1154.56,96.685816406,0,0.0,0.129,54.7,0
Mon Jul  6 19:43:04 2020,6.215,46.178,13.694,1148.16,96.686273437,0,0.0,0.125,55.07,0
Mon Jul  6 19:43:11 2020,6.213,46.165,14.66,1145.6,96.683785156,0,0.0,0.143,54.58,0
Mon Jul  6 19:43:18 2020,6.215,46.163,13.496,1148.16,96.685792968,0,0.0,0.243,51.64,0
Mon Jul  6 19:43:25 2020,6.212,46.16,16.171,1143.04,96.687011718,0,0.0,0.366,45.79,0
Mon Jul  6 19:43:32 2020,6.213,46.193,15.354,1144.32,96.690964843,0,0.0,0.337,46.42,0
Mon Jul  6 19:43:39 2020,6.214,46.201,15.682,1143.68,96.686332031,0,0.0,0.396,44.44,0
Mon Jul  6 19:43:46 2020,6.212,46.183,15.415,1141.12,96.686164062,0,0.0,0.409,44.85,0
Mon Jul  6 19:43:53 2020,6.212,46.216,14.135,1141.76,96.687265625,0,0.0,0.431,44.46,0
Mon Jul  6 19:44:00 2020,6.217,46.213,13.551,1151.36,96.685148437,0,0.0,0.238,49.45,0
Mon Jul  6 19:44:07 2020,6.213,46.18,12.973,1142.4,96.684242187,0,0.0,0.229,50.48,0
Mon Jul  6 19:44:14 2020,6.213,46.213,13.084,1139.2,96.684917968,0,0.0,0.411,44.41,0
Mon Jul  6 19:44:21 2020,6.212,46.19,14.135,1138.56,96.685707031,0,0.0,0.585,43.18,0
Mon Jul  6 19:44:28 2020,6.214,46.233,14.317,1136.64,96.684242187,0,0.0,0.41,43.62,0
Mon Jul  6 19:44:35 2020,6.214,46.221,13.812,1138.56,96.683816406,0,0.0,0.193,50.41,0
Mon Jul  6 19:44:42 2020,6.216,46.178,14.042,1136.0,96.684777343,0,0.0,0.108,53.24,0
Mon Jul  6 19:44:49 2020,6.209,46.226,14.062,1139.84,96.683476562,0,0.0,0.276,49.08,0
Mon Jul  6 19:44:56 2020,6.215,46.178,14.204,1135.36,96.68415625,1,0.008527755430410297,0.124,53.95,0
Mon Jul  6 19:45:03 2020,6.216,46.211,13.555,1138.56,96.683421875,0,0.0,0.281,49.07,0
Mon Jul  6 19:45:11 2020,6.214,46.138,14.079,1138.56,96.683476562,0,0.0,0.195,50.44,0
Mon Jul  6 19:45:18 2020,6.214,46.221,13.931,1134.72,96.681019531,0,0.0,0.251,49.92,0
Mon Jul  6 19:45:25 2020,6.214,46.168,14.228,1132.8,96.68296875,0,0.0,0.231,49.83,0
Mon Jul  6 19:45:32 2020,6.213,46.155,14.053,1132.8,96.680765625,0,0.0,0.108,53.9,0
Mon Jul  6 19:45:39 2020,6.213,46.223,14.241,1132.16,96.678730468,0,0.0,0.127,54.19,0
Mon Jul  6 19:45:46 2020,6.217,46.201,13.745,1131.52,96.679523437,0,0.0,0.121,54.06,0
Mon Jul  6 19:45:53 2020,6.215,46.173,14.317,1131.52,96.681417968,0,0.0,0.199,52.04,0
Mon Jul  6 19:46:00 2020,6.215,46.226,13.79,1130.88,96.680515625,0,0.0,0.243,50.09,0
Mon Jul  6 19:46:07 2020,6.215,46.208,13.615,1132.8,96.680710937,3,0.025583266291230894,0.573,43.83,0
Mon Jul  6 19:46:14 2020,6.212,46.195,13.772,1133.44,96.679722656,0,0.0,0.234,48.49,0
Mon Jul  6 19:46:21 2020,6.213,46.158,14.439,1132.8,96.680285156,0,0.0,0.495,44.13,0
Mon Jul  6 19:46:28 2020,6.217,46.251,13.589,1132.16,96.679800781,0,0.0,0.703,42.83,0
Mon Jul  6 19:46:35 2020,6.215,46.203,12.605,1132.16,96.680074218,0,0.0,0.678,42.21,0
Mon Jul  6 19:46:42 2020,6.211,46.206,12.817,1131.52,96.679394531,0,0.0,0.58,42.61,0
Mon Jul  6 19:46:49 2020,6.214,46.168,13.71,1131.52,96.678402343,0,0.0,0.689,42.27,0
Mon Jul  6 19:46:56 2020,6.213,46.165,13.076,1131.52,96.680292968,0,0.0,0.252,47.04,0
Mon Jul  6 19:47:03 2020,6.213,46.122,12.971,1130.88,96.679558593,0,0.0,0.577,42.66,0
Mon Jul  6 19:47:10 2020,6.215,46.135,11.758,1130.24,96.678257812,0,0.0,0.294,46.29,0
Mon Jul  6 19:47:17 2020,6.211,46.138,11.408,1130.88,96.677570312,0,0.0,0.472,42.48,0
Mon Jul  6 19:47:24 2020,6.216,46.1,13.046,1130.24,96.675964843,0,0.0,0.543,42.65,0
Mon Jul  6 19:47:31 2020,6.216,46.117,12.364,1130.24,96.675253906,0,0.0,0.115,51.66,0
Mon Jul  6 19:47:38 2020,6.209,46.09,12.353,1130.24,96.675023437,0,0.0,0.337,45.65,0
Mon Jul  6 19:47:45 2020,6.214,46.042,10.154,1130.24,96.672027343,0,0.0,0.344,44.92,0
Mon Jul  6 19:47:52 2020,6.214,46.034,11.685,1130.24,96.67403125,0,0.0,0.184,49.96,0
Mon Jul  6 19:47:59 2020,6.212,46.042,11.528,1129.6,96.673519531,0,0.0,0.128,52.02,0
Mon Jul  6 19:48:07 2020,6.213,46.054,12.463,1129.6,96.673464843,0,0.0,0.248,48.13,0
Mon Jul  6 19:48:14 2020,6.214,46.037,13.017,1129.6,96.67165625,0,0.0,0.19,50.39,0
Mon Jul  6 19:48:21 2020,6.216,46.029,12.246,1129.6,96.671148437,0,0.0,0.116,53.44,0
Mon Jul  6 19:48:28 2020,6.213,46.017,14.222,1129.6,96.673777343,0,0.0,0.121,53.33,0
Mon Jul  6 19:48:35 2020,6.214,46.049,13.787,1128.96,96.672988281,0,0.0,0.128,53.28,0
Mon Jul  6 19:48:42 2020,6.211,46.012,14.677,1128.32,96.672335937,0,0.0,0.205,50.53,0
Mon Jul  6 19:48:49 2020,6.213,46.014,12.896,1127.04,96.672648437,0,0.0,0.277,47.6,0
Mon Jul  6 19:48:56 2020,6.214,46.047,12.068,1127.04,96.674089843,0,0.0,0.172,51.71,0
Mon Jul  6 19:49:03 2020,6.212,45.974,11.718,1127.04,96.671402343,0,0.0,0.182,51.67,0
Mon Jul  6 19:49:10 2020,6.211,46.057,11.86,1126.4,96.669,0,0.0,0.56,43.68,0
Mon Jul  6 19:49:17 2020,6.214,46.009,11.026,1126.4,96.67190625,9,0.0767621499839073,0.546,43.26,0
Mon Jul  6 19:49:24 2020,6.213,46.002,11.924,1126.4,96.6691875,0,0.0,0.549,43.11,0
Mon Jul  6 19:49:31 2020,6.215,45.974,11.343,1126.4,96.669917968,8,0.06822204344328238,0.663,42.87,0
Mon Jul  6 19:49:38 2020,6.216,45.931,11.61,1127.04,96.669058593,0,0.0,0.786,42.47,0
Mon Jul  6 19:49:45 2020,6.211,45.908,10.321,1126.4,96.66825,0,0.0,0.774,42.39,0
Mon Jul  6 19:49:52 2020,6.213,45.861,12.055,1125.76,96.667851562,0,0.0,0.617,42.7,0
Mon Jul  6 19:49:59 2020,6.217,45.823,11.145,1126.4,96.670519531,0,0.0,0.785,42.14,0
Mon Jul  6 19:50:06 2020,6.213,45.82,11.64,1126.4,96.669042968,0,0.0,0.804,42.18,0
Mon Jul  6 19:50:13 2020,6.212,45.783,11.788,1127.68,96.6666875,0,0.0,0.836,41.64,0
Mon Jul  6 19:50:20 2020,6.214,45.735,11.479,1127.04,96.666445312,0,0.0,0.876,41.9,0
Mon Jul  6 19:50:27 2020,6.213,45.712,11.56,1134.72,96.664953125,1,0.008530500563334943,1.181,41.99,0
Mon Jul  6 19:50:34 2020,6.211,45.659,10.438,1127.04,96.664257812,60,0.5119948478505877,1.155,41.42,0
Mon Jul  6 19:50:41 2020,6.215,45.647,11.495,1127.68,96.664953125,23,0.19613837489943683,0.827,41.92,0
Mon Jul  6 19:50:48 2020,6.214,45.594,10.92,1130.88,96.666980468,0,0.0,0.742,41.84,0
Mon Jul  6 19:50:55 2020,6.216,45.571,11.425,1128.96,96.666039062,0,0.0,0.83,41.8,0
Mon Jul  6 19:51:03 2020,6.214,45.553,11.454,1131.52,96.666023437,26,0.2217573221757322,0.639,41.89,0
Mon Jul  6 19:51:10 2020,6.211,45.511,11.074,1132.8,96.666445312,0,0.0,0.673,41.99,0
Mon Jul  6 19:51:17 2020,6.213,45.448,11.18,1132.16,96.666074218,0,0.0,0.635,42.31,0
Mon Jul  6 19:51:24 2020,6.214,45.395,12.033,1134.08,96.666445312,0,0.0,0.568,42.29,0
Mon Jul  6 19:51:31 2020,6.213,45.412,12.413,1134.72,96.666613281,0,0.0,0.411,43.08,0
Mon Jul  6 19:51:38 2020,6.211,45.496,11.712,1132.8,96.665367187,0,0.0,0.567,42.49,0
Mon Jul  6 19:51:45 2020,6.214,45.448,11.366,1134.72,96.664644531,0,0.0,0.543,42.87,0
Mon Jul  6 19:51:52 2020,6.211,45.496,11.837,1132.16,96.6606875,0,0.0,0.647,42.48,0
Mon Jul  6 19:51:59 2020,6.211,45.463,10.365,1130.88,96.664097656,0,0.0,0.604,42.79,0
Mon Jul  6 19:52:06 2020,6.214,45.475,12.185,1133.44,96.663421875,0,0.0,0.302,46.74,0
Mon Jul  6 19:52:13 2020,6.214,45.458,12.434,1128.32,96.662890625,0,0.0,0.298,46.53,0
Mon Jul  6 19:52:20 2020,6.212,45.455,12.417,1131.52,96.664949218,0,0.0,0.586,43.21,0
Mon Jul  6 19:52:27 2020,6.216,45.468,12.318,1129.6,96.661757812,0,0.0,0.61,42.88,0
Mon Jul  6 19:52:34 2020,6.213,45.455,12.316,1130.24,96.66178125,0,0.0,0.605,43.86,0
Mon Jul  6 19:52:41 2020,6.211,45.453,12.776,1133.44,96.661703125,0,0.0,0.317,46.37,0
Mon Jul  6 19:52:48 2020,6.213,45.485,12.564,1128.32,96.6621875,0,0.0,0.361,44.88,0
Mon Jul  6 19:52:55 2020,6.216,45.498,13.096,1126.4,96.662328125,0,0.0,0.483,44.21,0
Mon Jul  6 19:53:02 2020,6.215,45.536,12.173,1125.12,96.660644531,0,0.0,0.43,43.44,0
Mon Jul  6 19:53:09 2020,6.212,45.493,12.135,1124.48,96.660847656,0,0.0,0.23,49.01,0
Mon Jul  6 19:53:16 2020,6.21,45.531,13.296,1125.76,96.662210937,0,0.0,0.38,45.01,0
Mon Jul  6 19:53:23 2020,6.212,45.553,13.313,1125.12,96.662136718,0,0.0,0.189,50.57,0
Mon Jul  6 19:53:30 2020,6.216,45.531,13.235,1124.48,96.661457031,0,0.0,0.317,46.09,0
Mon Jul  6 19:53:37 2020,6.212,45.574,11.83,1123.84,96.660765625,0,0.0,0.165,50.96,0
Mon Jul  6 19:53:44 2020,6.215,45.576,13.613,1123.2,96.661816406,0,0.0,0.172,51.53,0
Mon Jul  6 19:53:51 2020,6.217,45.629,13.679,1122.56,96.66428125,0,0.0,0.203,51.02,0
Mon Jul  6 19:53:58 2020,6.212,45.667,13.97,1122.56,96.662589843,0,0.0,0.162,52.35,0
Mon Jul  6 19:54:06 2020,6.212,45.659,14.356,1120.64,96.664066406,0,0.0,0.412,45.45,0
Mon Jul  6 19:54:13 2020,6.214,45.657,14.089,1121.92,96.6650625,0,0.0,0.324,46.02,0
Mon Jul  6 19:54:20 2020,6.213,45.684,13.871,1122.56,96.665917968,0,0.0,0.39,44.16,0
Mon Jul  6 19:54:27 2020,6.214,45.727,15.274,1123.2,96.66375,0,0.0,0.444,43.5,0
Mon Jul  6 19:54:34 2020,6.212,45.74,15.303,1122.56,96.665902343,0,0.0,0.4,43.76,0
Mon Jul  6 19:54:41 2020,6.211,45.707,14.81,1121.92,96.664238281,0,0.0,0.243,49.0,0
Mon Jul  6 19:54:48 2020,6.214,45.735,14.555,1122.56,96.662941406,0,0.0,0.396,44.42,0
Mon Jul  6 19:54:55 2020,6.216,45.762,15.371,1123.2,96.663289062,0,0.0,0.221,49.92,0
Mon Jul  6 19:55:02 2020,6.212,45.775,15.867,1123.2,96.666089843,0,0.0,0.16,52.17,0
Mon Jul  6 19:55:09 2020,6.216,45.803,16.259,1123.2,96.661324218,0,0.0,0.274,48.33,0
Mon Jul  6 19:55:16 2020,6.214,45.83,15.602,1123.2,96.663644531,0,0.0,0.313,47.61,0
Mon Jul  6 19:55:23 2020,6.212,45.808,16.339,1122.56,96.664160156,0,0.0,0.274,48.62,0
Mon Jul  6 19:55:30 2020,6.213,45.815,14.869,1123.2,96.663285156,0,0.0,0.286,47.73,0
Mon Jul  6 19:55:37 2020,6.218,45.833,15.905,1121.92,96.664195312,0,0.0,0.271,48.5,0
Mon Jul  6 19:55:44 2020,6.215,45.856,16.069,1121.92,96.664535156,0,0.0,0.271,48.61,0
Mon Jul  6 19:55:51 2020,6.21,45.843,15.283,1124.48,96.665445312,0,0.0,0.264,48.55,0
Mon Jul  6 19:55:58 2020,6.213,45.891,15.162,1122.56,96.665222656,0,0.0,0.154,52.72,0
Mon Jul  6 19:56:05 2020,6.213,45.919,15.179,1119.36,96.663953125,0,0.0,0.124,54.42,0
Mon Jul  6 19:56:12 2020,6.214,45.916,14.527,1119.36,96.663730468,0,0.0,0.14,54.15,0
Mon Jul  6 19:56:19 2020,6.216,45.914,15.805,1120.0,96.663003906,1,0.008526383526383526,0.138,54.09,0
Mon Jul  6 19:56:26 2020,6.211,45.931,15.489,1119.36,96.66596875,0,0.0,0.225,51.15,0
Mon Jul  6 19:56:33 2020,6.214,45.969,17.395,1120.64,96.664871093,0,0.0,0.483,44.0,0
Mon Jul  6 19:56:40 2020,6.214,45.956,16.441,1119.36,96.663210937,0,0.0,0.366,45.2,0
Mon Jul  6 19:56:47 2020,6.211,46.014,15.533,1120.64,96.666152343,0,0.0,0.623,43.46,0
Mon Jul  6 19:56:54 2020,6.215,46.012,15.91,1120.64,96.662,0,0.0,0.355,45.15,0
Mon Jul  6 19:57:02 2020,6.218,46.034,14.022,1121.28,96.663921875,0,0.0,0.49,43.41,0
Mon Jul  6 19:57:09 2020,6.212,46.037,14.634,1118.72,96.6655625,0,0.0,0.194,50.43,0
Mon Jul  6 19:57:16 2020,6.211,46.049,15.451,1117.44,96.663355468,0,0.0,0.382,45.28,0
Mon Jul  6 19:57:23 2020,6.213,46.012,15.196,1120.0,96.661664062,0,0.0,0.59,43.73,0
Mon Jul  6 19:57:30 2020,6.211,46.004,14.718,1120.0,96.662171875,0,0.0,0.558,43.93,0
Mon Jul  6 19:57:37 2020,6.211,46.047,13.462,1120.64,96.661382812,0,0.0,0.493,43.82,0
Mon Jul  6 19:57:44 2020,6.212,46.075,13.916,1120.64,96.664113281,0,0.0,0.939,43.3,0
Mon Jul  6 19:57:51 2020,6.211,46.047,14.735,1119.36,96.662789062,0,0.0,0.552,43.37,0
Mon Jul  6 19:57:58 2020,6.209,46.029,14.947,1121.28,96.663433593,0,0.0,0.835,43.4,0
Mon Jul  6 19:58:05 2020,6.216,46.037,13.89,1121.92,96.661933593,0,0.0,0.405,43.44,0
Mon Jul  6 19:58:12 2020,6.211,46.029,14.166,1121.28,96.661257812,0,0.0,0.46,43.96,0
Mon Jul  6 19:58:19 2020,6.213,46.027,14.1,1120.64,96.659652343,0,0.0,0.451,43.89,0
Mon Jul  6 19:58:26 2020,6.214,46.024,14.514,1119.36,96.660414062,0,0.0,0.476,43.5,0
Mon Jul  6 19:58:33 2020,6.212,46.027,15.092,1118.08,96.655300781,0,0.0,0.62,42.93,0
Mon Jul  6 19:58:40 2020,6.211,46.024,15.594,1118.72,96.660476562,0,0.0,0.372,44.53,0
Mon Jul  6 19:58:47 2020,6.215,46.057,15.556,1118.72,96.662003906,0,0.0,0.178,50.59,0
Mon Jul  6 19:58:54 2020,6.21,46.065,13.626,1116.8,96.65940625,0,0.0,0.146,52.78,0
Mon Jul  6 19:59:01 2020,6.21,46.062,13.169,1116.16,96.659492187,0,0.0,0.389,45.09,0
Mon Jul  6 19:59:08 2020,6.213,46.044,13.137,1116.8,96.660082031,0,0.0,0.332,46.36,0
Mon Jul  6 19:59:15 2020,6.212,46.052,14.695,1117.44,96.66090625,0,0.0,0.359,44.95,0
Mon Jul  6 19:59:22 2020,6.215,46.07,15.969,1116.8,96.659496093,0,0.0,0.605,43.23,0
Mon Jul  6 19:59:29 2020,6.215,46.082,14.064,1116.8,96.658816406,0,0.0,0.744,43.27,0
Mon Jul  6 19:59:36 2020,6.211,46.105,13.146,1116.8,96.654582031,0,0.0,0.514,43.57,0
Mon Jul  6 19:59:43 2020,6.213,46.138,12.065,1116.16,96.657402343,0,0.0,0.329,46.24,0
Mon Jul  6 19:59:50 2020,6.216,46.07,13.333,1115.52,96.658789062,0,0.0,0.441,43.35,0
Mon Jul  6 19:59:57 2020,6.213,46.092,14.122,1114.88,96.656132812,0,0.0,0.966,42.72,0
Mon Jul  6 20:00:05 2020,6.214,46.135,10.934,1114.88,96.654914062,0,0.0,0.246,47.84,0
Mon Jul  6 20:00:12 2020,6.214,46.092,11.979,1114.88,96.653589843,0,0.0,0.389,43.51,0
Mon Jul  6 20:00:19 2020,6.212,46.08,12.417,1114.88,96.654492187,0,0.0,0.411,43.47,0
Mon Jul  6 20:00:26 2020,6.212,46.087,12.544,1114.88,96.656753906,0,0.0,0.553,43.57,0
Mon Jul  6 20:00:33 2020,6.213,46.08,12.487,1114.24,96.655648437,0,0.0,0.146,50.8,0
Mon Jul  6 20:00:40 2020,6.212,46.072,11.94,1112.96,96.654007812,0,0.0,0.346,45.43,0
Mon Jul  6 20:00:47 2020,6.213,46.08,11.398,1113.6,96.653667968,0,0.0,0.721,42.51,0
Mon Jul  6 20:00:54 2020,6.215,46.082,13.511,1112.96,96.655136718,0,0.0,0.804,42.25,0
Mon Jul  6 20:01:01 2020,6.212,46.095,12.1,1112.32,96.655472656,0,0.0,0.366,43.85,0
Mon Jul  6 20:01:08 2020,6.212,46.107,10.862,1111.04,96.654054687,0,0.0,0.747,42.26,0
Mon Jul  6 20:01:15 2020,6.214,46.065,11.63,1109.76,96.65128125,0,0.0,0.395,43.42,0
Mon Jul  6 20:01:22 2020,6.213,46.057,12.269,1111.68,96.654726562,0,0.0,0.955,42.23,0
Mon Jul  6 20:01:29 2020,6.212,46.08,12.036,1110.4,96.655035156,0,0.0,0.597,42.37,0
Mon Jul  6 20:01:36 2020,6.215,46.027,11.607,1110.4,96.654410156,0,0.0,0.647,42.4,0
Mon Jul  6 20:01:43 2020,6.211,45.989,13.064,1111.68,96.654917968,0,0.0,0.834,42.05,0
Mon Jul  6 20:01:50 2020,6.211,46.002,12.62,1112.32,96.654097656,0,0.0,0.577,42.14,0
Mon Jul  6 20:01:57 2020,6.212,46.004,13.439,1109.76,96.655113281,0,0.0,0.691,42.28,0
Mon Jul  6 20:02:04 2020,6.214,45.971,12.406,1112.96,96.653871093,0,0.0,0.438,43.14,0
Mon Jul  6 20:02:11 2020,6.211,45.999,12.991,1111.04,96.653273437,0,0.0,0.235,47.8,0
Mon Jul  6 20:02:18 2020,6.216,45.976,13.02,1111.68,96.6505625,0,0.0,0.435,43.14,0
Mon Jul  6 20:02:25 2020,6.211,45.964,11.813,1108.48,96.652335937,0,0.0,0.325,45.26,0
Mon Jul  6 20:02:32 2020,6.214,45.951,12.559,1109.76,96.652113281,0,0.0,0.531,43.36,0
Mon Jul  6 20:02:39 2020,6.214,45.929,13.327,1108.48,96.654679687,0,0.0,0.809,42.51,0
Mon Jul  6 20:02:46 2020,6.214,45.926,13.389,1105.92,96.653660156,0,0.0,0.503,42.98,0
Mon Jul  6 20:02:53 2020,6.214,45.959,13.522,1105.28,96.652503906,0,0.0,0.614,42.6,0
Mon Jul  6 20:03:01 2020,6.214,45.997,13.996,1107.2,96.653886718,0,0.0,0.655,43.05,0
Mon Jul  6 20:03:08 2020,6.213,45.974,13.662,1108.48,96.654902343,0,0.0,0.333,45.12,0
Mon Jul  6 20:03:15 2020,6.211,45.951,14.115,1108.48,96.655835937,0,0.0,0.712,43.33,0
Mon Jul  6 20:03:22 2020,6.214,45.898,14.663,1108.48,96.653878906,0,0.0,0.688,42.93,0
Mon Jul  6 20:03:29 2020,6.213,45.891,13.359,1108.48,96.654269531,0,0.0,0.912,42.23,0
Mon Jul  6 20:03:36 2020,6.21,45.919,12.719,1109.12,96.652320312,0,0.0,0.495,42.64,0
Mon Jul  6 20:03:43 2020,6.214,45.881,13.111,1107.84,96.650257812,0,0.0,0.593,42.31,0
Mon Jul  6 20:03:50 2020,6.212,45.908,12.524,1107.84,96.652070312,0,0.0,0.593,42.5,0
Mon Jul  6 20:03:57 2020,6.215,45.921,13.731,1107.84,96.651613281,0,0.0,0.383,43.57,0
Mon Jul  6 20:04:04 2020,6.214,45.883,12.023,1108.48,96.650089843,0,0.0,0.256,48.18,0
Mon Jul  6 20:04:11 2020,6.211,45.901,12.278,1109.12,96.651246093,0,0.0,0.333,45.24,0
Mon Jul  6 20:04:18 2020,6.214,45.863,12.786,1108.48,96.651160156,0,0.0,0.382,43.96,0
Mon Jul  6 20:04:25 2020,6.217,45.901,13.435,1107.84,96.650484375,0,0.0,0.208,50.11,0
Mon Jul  6 20:04:32 2020,6.212,45.878,13.858,1107.84,96.649867187,0,0.0,0.149,52.27,0
Mon Jul  6 20:04:39 2020,6.213,45.916,13.27,1107.84,96.651757812,0,0.0,0.178,50.83,0
Mon Jul  6 20:04:46 2020,6.215,45.853,13.122,1107.84,96.649894531,0,0.0,0.159,51.93,0
Mon Jul  6 20:04:53 2020,6.213,45.926,13.566,1107.2,96.648179687,0,0.0,0.239,50.16,0
Mon Jul  6 20:05:00 2020,6.212,45.853,13.848,1107.84,96.651285156,0,0.0,0.478,43.12,0
Mon Jul  6 20:05:07 2020,6.215,45.896,12.754,1108.48,96.647640625,0,0.0,0.578,43.85,0
Mon Jul  6 20:05:14 2020,6.214,45.914,12.188,1108.48,96.64953125,0,0.0,0.508,43.83,0
Mon Jul  6 20:05:21 2020,6.212,45.896,12.87,1108.48,96.648769531,0,0.0,0.726,43.12,0
Mon Jul  6 20:05:28 2020,6.216,45.908,11.642,1109.76,96.647753906,0,0.0,0.543,43.01,0
Mon Jul  6 20:05:35 2020,6.214,45.931,11.888,1109.12,96.648625,0,0.0,0.278,46.99,0
Mon Jul  6 20:05:42 2020,6.213,45.924,11.334,1107.2,96.645578125,0,0.0,0.361,44.86,0
Mon Jul  6 20:05:49 2020,6.212,45.886,13.569,1109.12,96.648992187,0,0.0,0.608,42.84,0
Mon Jul  6 20:05:57 2020,6.214,45.929,12.753,1106.56,96.648394531,0,0.0,0.509,43.36,0
Mon Jul  6 20:06:04 2020,6.213,45.891,12.992,1109.12,96.646628906,0,0.0,0.869,42.47,0
Mon Jul  6 20:06:11 2020,6.215,45.873,12.997,1107.84,96.648578125,0,0.0,0.294,46.11,0
Mon Jul  6 20:06:18 2020,6.215,45.881,13.084,1106.56,96.64725,0,0.0,0.368,44.1,0
Mon Jul  6 20:06:25 2020,6.212,45.883,11.834,1106.56,96.649503906,0,0.0,0.334,45.9,0
Mon Jul  6 20:06:32 2020,6.213,45.825,12.281,1106.56,96.64578125,0,0.0,0.249,48.38,0
Mon Jul  6 20:06:39 2020,6.211,45.833,13.342,1106.56,96.648300781,1,0.00853324746417646,0.235,48.47,0
Mon Jul  6 20:06:46 2020,6.212,45.835,14.256,1103.36,96.645589843,0,0.0,0.573,43.38,0
Mon Jul  6 20:06:53 2020,6.215,45.863,14.45,1105.28,96.64878125,0,0.0,0.377,44.14,0
Mon Jul  6 20:07:00 2020,6.211,45.846,13.398,1106.56,96.647960937,0,0.0,0.381,44.8,0
Mon Jul  6 20:07:07 2020,6.213,45.823,12.905,1105.92,96.645925781,0,0.0,0.294,46.79,0
Mon Jul  6 20:07:14 2020,6.217,45.825,13.453,1104.64,96.646429687,0,0.0,0.7,43.7,0
Mon Jul  6 20:07:21 2020,6.213,45.818,13.4,1104.64,96.644335937,0,0.0,0.279,47.17,0
Mon Jul  6 20:07:28 2020,6.212,45.8,13.475,1102.72,96.644929687,0,0.0,0.13,52.36,0
Mon Jul  6 20:07:35 2020,6.213,45.818,13.168,1101.44,96.645636718,0,0.0,0.336,46.94,0
Mon Jul  6 20:07:42 2020,6.214,45.795,14.543,1102.08,96.647699218,0,0.0,0.497,43.77,0
Mon Jul  6 20:07:49 2020,6.212,45.813,14.764,1104.0,96.648636718,0,0.0,0.572,43.5,0
Mon Jul  6 20:07:56 2020,6.213,45.846,14.683,1102.08,96.645582031,0,0.0,0.5,44.34,0
Mon Jul  6 20:08:03 2020,6.214,45.848,15.802,1104.0,96.648445312,0,0.0,0.599,43.67,0
Mon Jul  6 20:08:10 2020,6.211,45.856,15.605,1103.36,96.648789062,0,0.0,0.5,43.53,0
Mon Jul  6 20:08:17 2020,6.214,45.863,15.896,1102.08,96.648390625,0,0.0,0.517,43.71,0
Mon Jul  6 20:08:24 2020,6.212,45.886,15.534,1103.36,96.647066406,0,0.0,0.383,44.39,0
Mon Jul  6 20:08:31 2020,6.213,45.878,13.333,1102.08,96.649519531,0,0.0,0.427,43.92,0
Mon Jul  6 20:08:38 2020,6.215,45.866,15.351,1104.64,96.649605468,0,0.0,0.586,44.1,0
Mon Jul  6 20:08:45 2020,6.212,45.893,15.661,1102.08,96.650257812,0,0.0,0.72,42.99,0
Mon Jul  6 20:08:52 2020,6.215,45.891,15.098,1103.36,96.648332031,0,0.0,0.782,42.78,0
Mon Jul  6 20:09:00 2020,6.218,45.873,13.858,1102.08,96.648214843,0,0.0,0.546,43.14,0
Mon Jul  6 20:09:07 2020,6.213,45.891,13.993,1104.0,96.647453125,0,0.0,0.911,42.64,0
Mon Jul  6 20:09:14 2020,6.212,45.898,14.425,1102.72,96.649714843,0,0.0,0.357,45.02,0
Mon Jul  6 20:09:21 2020,6.215,45.901,12.779,1100.8,96.6485,0,0.0,0.35,45.63,0
Mon Jul  6 20:09:28 2020,6.212,45.868,15.93,1101.44,96.648671875,0,0.0,0.692,43.23,0
Mon Jul  6 20:09:35 2020,6.214,45.896,14.543,1100.8,96.646695312,0,0.0,0.33,46.2,0
Mon Jul  6 20:09:42 2020,6.215,45.858,14.932,1100.8,96.646191406,0,0.0,0.354,45.1,0
Mon Jul  6 20:09:49 2020,6.211,45.891,14.21,1100.16,96.648820312,0,0.0,0.352,45.65,0
Mon Jul  6 20:09:56 2020,6.212,45.863,13.909,1101.44,96.647152343,0,0.0,0.588,43.76,0
Mon Jul  6 20:10:03 2020,6.216,45.911,13.581,1100.16,96.647910156,0,0.0,0.781,42.94,0
Mon Jul  6 20:10:10 2020,6.213,45.858,14.801,1100.16,96.646550781,0,0.0,0.867,42.56,0
Mon Jul  6 20:10:17 2020,6.212,45.896,13.615,1100.16,96.645101562,0,0.0,0.643,42.83,0
Mon Jul  6 20:10:24 2020,6.217,45.868,14.352,1099.52,96.646429687,0,0.0,0.267,46.99,0
Mon Jul  6 20:10:31 2020,6.213,45.911,14.472,1098.88,96.645953125,0,0.0,0.234,49.13,0
Mon Jul  6 20:10:38 2020,6.215,45.893,13.586,1099.52,96.648269531,0,0.0,0.331,46.74,0
Mon Jul  6 20:10:45 2020,6.214,45.866,13.996,1098.88,96.647621093,0,0.0,0.367,44.99,0
