year,month,day,hour,minute,second,time step,wind,gyro x,gyro y,gyro z,accel x,accel y,accel z,mag x,mag y,mag z,temperature,pressure,altitude,humidity,r,g,b,vis,ir,uv
2020,9,16,16,26,46,5.74,0.00,0.01,-0.02,0.01,-9.36,-0.83,0.71,13.60,13.60,-126.40,41.37,965.84,402.43,4.93,6139,5401,5510,316,1166,0.32
2020,9,16,16,26,52,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.82,0.70,13.50,15.10,-126.50,41.38,965.84,402.44,4.79,6882,6047,6172,323,1266,0.35
2020,9,16,16,26,58,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.70,14.00,13.70,-126.50,41.40,965.87,402.20,5.09,7000,6161,6290,330,1339,0.38
2020,9,16,16,27,4,5.76,0.00,0.00,-0.01,0.01,-9.36,-0.80,0.70,12.70,14.00,-124.40,41.42,965.83,402.53,4.82,6621,5826,5945,320,1218,0.34
2020,9,16,16,27,9,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.81,0.71,14.00,12.80,-122.80,41.44,965.86,402.22,4.47,5073,4449,4536,321,1214,0.34
2020,9,16,16,27,15,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.80,0.71,14.40,12.30,-122.20,41.45,965.88,402.03,4.46,4859,4178,4247,318,1186,0.33
2020,9,16,16,27,21,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.79,0.70,13.70,12.00,-122.50,41.47,965.85,402.31,4.48,4775,4107,4174,319,1203,0.33
2020,9,16,16,27,27,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.81,0.70,13.90,13.10,-121.50,41.48,965.86,402.25,4.89,4755,4116,4189,328,1307,0.38
2020,9,16,16,27,32,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.81,0.70,13.80,12.80,-121.90,41.50,965.82,402.58,4.33,4997,4331,4407,322,1224,0.34
2020,9,16,16,27,38,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.81,0.72,14.60,12.60,-122.30,41.51,965.83,402.50,3.76,6245,5407,5502,326,1307,0.37
2020,9,16,16,27,44,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.79,0.69,14.70,12.10,-122.70,41.53,965.84,402.43,4.50,6442,5586,5690,318,1192,0.33
2020,9,16,16,27,50,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.81,0.72,-7.60,18.80,-132.50,41.55,965.78,402.95,3.67,6949,6022,6133,340,1443,0.45
2020,9,16,16,27,55,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.81,0.70,-9.10,20.90,-135.90,41.56,965.79,402.83,4.12,6293,5455,5553,317,1191,0.32
2020,9,16,16,28,1,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.79,0.70,14.20,13.10,-123.60,41.58,965.82,402.60,4.34,6739,5835,5940,330,1333,0.39
2020,9,16,16,28,7,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.82,0.69,13.70,12.60,-120.80,41.58,965.81,402.68,4.32,6800,5907,6017,329,1333,0.39
2020,9,16,16,28,13,5.74,0.00,-0.00,-0.02,0.01,-9.35,-0.79,0.71,12.60,13.50,-123.20,41.59,965.80,402.77,4.51,7137,6216,6339,355,1652,0.53
2020,9,16,16,28,18,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.81,0.67,14.60,12.30,-122.30,41.61,965.80,402.77,4.12,5810,5055,5148,317,1149,0.32
2020,9,16,16,28,24,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.80,0.70,13.20,12.60,-122.10,41.61,965.82,402.61,3.68,6205,5382,5480,314,1135,0.31
2020,9,16,16,28,30,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.80,0.70,13.30,13.10,-122.00,41.63,965.77,403.04,3.90,5111,4441,4521,310,1087,0.28
2020,9,16,16,28,36,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.81,0.71,13.80,12.50,-122.50,41.65,965.78,402.98,4.31,5363,4662,4747,312,1120,0.30
2020,9,16,16,28,41,5.74,0.00,0.01,-0.02,0.01,-9.34,-0.82,0.69,13.40,12.10,-121.90,41.67,965.80,402.79,4.67,6648,5658,5742,320,1228,0.35
2020,9,16,16,28,47,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.79,0.72,13.10,12.60,-121.50,41.68,965.79,402.87,3.88,6354,5478,5572,356,1653,0.53
2020,9,16,16,28,53,5.74,0.00,-0.00,-0.00,0.01,-9.36,-0.81,0.70,13.80,13.10,-121.70,41.70,965.77,403.00,4.09,7182,6225,6343,382,1987,0.67
2020,9,16,16,28,58,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.82,0.70,14.60,12.00,-123.40,41.72,965.76,403.11,4.15,6680,5775,5880,335,1401,0.42
2020,9,16,16,29,4,5.74,0.00,-0.01,-0.01,0.01,-9.34,-0.80,0.69,14.40,12.90,-122.40,41.74,965.75,403.18,4.23,5719,4944,5032,329,1320,0.39
2020,9,16,16,29,10,5.74,0.00,-0.00,-0.02,0.01,-9.34,-0.80,0.72,14.20,12.40,-122.20,41.76,965.77,403.04,4.30,6748,5849,5957,331,1342,0.40
2020,9,16,16,29,16,5.74,0.00,0.01,-0.02,0.01,-9.36,-0.80,0.71,14.20,13.60,-122.00,41.79,965.80,402.75,4.52,7114,6170,6288,340,1474,0.45
2020,9,16,16,29,21,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.82,0.69,14.30,12.80,-123.50,41.80,965.79,402.85,3.92,6781,5867,5977,388,2055,0.70
2020,9,16,16,29,27,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.79,0.70,13.90,12.90,-120.90,41.80,965.77,403.00,3.17,7258,6272,6386,349,1546,0.49
2020,9,16,16,29,33,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.81,0.69,13.10,13.30,-120.60,41.82,965.78,402.94,3.28,6473,5592,5693,331,1359,0.40
2020,9,16,16,29,39,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.81,0.68,13.60,12.50,-123.00,41.83,965.79,402.83,4.26,6348,5484,5580,317,1176,0.32
2020,9,16,16,29,44,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.80,0.72,14.30,13.70,-121.60,41.83,965.79,402.81,4.10,5458,4727,4810,312,1111,0.30
2020,9,16,16,29,50,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.80,0.71,15.30,12.30,-121.00,41.84,965.76,403.09,4.47,6232,5382,5479,342,1476,0.45
2020,9,16,16,29,56,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.81,0.70,14.50,11.90,-121.80,41.86,965.79,402.86,4.36,7164,6191,6305,373,1867,0.62
2020,9,16,16,30,2,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.80,0.70,14.20,12.10,-121.40,41.89,965.76,403.09,4.41,6927,5996,6106,368,1798,0.60
2020,9,16,16,30,7,5.74,0.00,0.01,-0.02,0.01,-9.37,-0.80,0.71,13.00,12.90,-120.00,41.91,965.80,402.80,3.87,6751,5844,5956,371,1834,0.61
2020,9,16,16,30,13,5.74,0.00,0.00,-0.02,0.01,-9.38,-0.81,0.71,14.60,13.10,-121.50,41.92,965.77,403.06,3.82,6721,5820,5931,369,1849,0.62
2020,9,16,16,30,19,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.81,0.71,14.50,12.40,-121.80,41.95,965.77,403.03,3.98,6970,6034,6148,363,1733,0.57
2020,9,16,16,30,25,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.80,0.70,14.40,13.70,-121.70,41.97,965.79,402.83,3.75,6962,6028,6143,348,1557,0.49
2020,9,16,16,30,30,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.81,0.71,14.30,12.90,-118.80,42.00,965.76,403.14,3.95,6957,6017,6127,356,1638,0.53
2020,9,16,16,30,36,5.74,0.00,-0.00,-0.02,0.01,-9.35,-0.80,0.70,14.30,12.50,-120.70,42.03,965.78,402.94,4.30,6795,5885,5998,371,1824,0.61
2020,9,16,16,30,42,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.81,0.71,14.40,12.60,-120.30,42.05,965.78,402.97,4.53,6644,5748,5853,330,1313,0.39
2020,9,16,16,30,47,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.81,0.71,13.90,13.00,-121.30,42.07,965.77,403.00,3.97,7223,6255,6373,312,1118,0.30
2020,9,16,16,30,53,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.78,0.69,14.10,12.30,-119.80,42.09,965.79,402.82,4.04,7445,6449,6572,377,1903,0.64
2020,9,16,16,30,59,5.74,0.00,-0.00,-0.02,0.01,-9.35,-0.80,0.72,14.40,12.80,-121.10,42.12,965.78,402.98,4.50,7476,6476,6599,366,1787,0.58
2020,9,16,16,31,5,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.80,0.72,14.40,12.40,-120.10,42.15,965.80,402.78,4.32,6587,5718,5828,376,1888,0.64
2020,9,16,16,31,10,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.82,0.71,13.10,12.60,-119.60,42.15,965.78,402.91,3.73,6549,5459,5531,373,1864,0.62
2020,9,16,16,31,16,5.74,0.00,0.01,-0.01,0.01,-9.34,-0.82,0.71,13.90,12.40,-120.10,42.15,965.76,403.14,4.08,6464,5597,5702,385,2029,0.69
2020,9,16,16,31,22,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.81,0.71,14.80,12.40,-120.60,42.16,965.80,402.74,3.86,5651,4903,4994,327,1290,0.38
2020,9,16,16,31,28,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.81,0.69,14.00,12.20,-120.10,42.18,965.79,402.89,4.07,6070,5267,5367,355,1650,0.53
2020,9,16,16,31,33,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.81,0.69,14.30,12.30,-120.00,42.20,965.80,402.78,4.38,6532,5668,5776,353,1630,0.51
2020,9,16,16,31,39,5.74,0.00,0.01,-0.02,0.01,-9.36,-0.81,0.68,14.60,13.00,-120.10,42.22,965.80,402.80,4.45,5858,5084,5180,362,1735,0.56
2020,9,16,16,31,45,5.75,0.00,0.01,-0.01,0.01,-9.35,-0.80,0.70,4.80,16.10,-130.40,42.23,965.81,402.69,4.32,6176,5363,5466,384,1982,0.68
2020,9,16,16,31,51,5.74,0.00,-0.00,-0.02,0.02,-9.35,-0.79,0.68,-32.10,21.20,-120.20,42.21,965.77,403.05,3.84,6812,6029,6166,381,1954,0.66
2020,9,16,16,31,56,5.74,0.00,-0.00,-0.02,0.01,-9.34,-0.81,0.67,7.10,17.10,-129.80,42.19,965.77,403.01,3.36,6941,6148,6289,382,1977,0.67
2020,9,16,16,32,2,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.82,0.71,13.80,13.70,-124.30,42.20,965.79,402.89,3.60,6625,5872,6005,377,1917,0.64
2020,9,16,16,32,8,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.80,0.70,13.20,14.60,-125.80,42.22,965.76,403.10,3.76,7093,6277,6420,365,1770,0.58
2020,9,16,16,32,14,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.79,0.71,14.50,13.10,-121.10,42.24,965.76,403.10,3.72,7088,6278,6421,380,1966,0.66
2020,9,16,16,32,19,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.80,0.73,14.20,12.30,-121.50,42.26,965.74,403.26,4.02,7003,6124,6250,368,1787,0.60
2020,9,16,16,32,25,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.80,0.71,14.10,13.40,-122.30,42.26,965.78,402.90,4.04,6450,5629,5739,352,1616,0.51
2020,9,16,16,32,31,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.81,0.72,14.20,12.80,-121.80,42.28,965.80,402.75,4.22,6275,5465,5570,380,1961,0.66
2020,9,16,16,32,37,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.79,0.72,13.80,12.30,-120.30,42.29,965.78,402.97,4.62,6935,6026,6143,380,1972,0.68
2020,9,16,16,32,42,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.80,0.71,14.90,12.30,-122.40,42.31,965.78,402.93,4.55,6508,5669,5778,343,1485,0.46
2020,9,16,16,32,48,5.75,0.00,0.00,-0.02,0.01,-9.34,-0.80,0.71,14.60,12.20,-121.50,42.32,965.77,403.03,4.04,6931,6044,6163,309,1070,0.28
2020,9,16,16,32,54,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.80,0.72,14.20,12.50,-121.90,42.33,965.77,403.07,4.09,7004,6104,6224,309,1085,0.28
2020,9,16,16,32,59,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.81,0.69,13.50,14.20,-124.30,42.35,965.77,403.03,4.12,6970,6108,6232,352,1611,0.51
2020,9,16,16,33,5,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.72,-32.50,20.10,-116.90,42.37,965.79,402.86,4.24,6825,5993,6115,327,1294,0.38
2020,9,16,16,33,11,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.83,0.68,-27.60,17.80,-116.00,42.33,965.76,403.10,3.52,7198,6401,6546,368,1821,0.60
2020,9,16,16,33,17,5.74,0.00,0.01,-0.02,0.01,-9.36,-0.82,0.71,-33.30,22.00,-122.40,42.33,965.77,403.05,2.95,7357,6545,6695,358,1690,0.54
2020,9,16,16,33,22,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.81,0.71,-25.10,22.90,-129.30,42.34,965.79,402.84,3.33,7462,6634,6784,358,1696,0.55
2020,9,16,16,33,28,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.80,0.71,13.30,14.00,-123.90,42.34,965.75,403.20,3.47,7257,6453,6600,367,1807,0.60
2020,9,16,16,33,34,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.80,0.70,13.00,14.80,-125.20,42.31,965.78,402.96,3.63,7882,6978,7136,385,2024,0.69
2020,9,16,16,33,40,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.80,0.72,13.80,13.30,-119.40,42.32,965.79,402.87,4.49,7775,6751,6882,385,2032,0.69
2020,9,16,16,33,45,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.69,13.90,12.30,-119.80,42.34,965.78,402.92,5.15,7521,6522,6646,372,1863,0.62
2020,9,16,16,33,51,5.74,0.00,0.00,-0.02,0.01,-9.34,-0.81,0.73,13.30,12.20,-119.20,42.36,965.77,402.99,3.58,7364,6199,6287,381,1987,0.66
2020,9,16,16,33,57,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.79,0.71,12.60,12.20,-118.60,42.38,965.78,402.90,3.52,7151,5956,6030,384,1995,0.68
2020,9,16,16,34,3,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.71,14.30,12.70,-119.50,42.40,965.77,403.04,3.51,7636,6744,6890,372,1859,0.62
2020,9,16,16,34,8,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.81,0.72,13.30,12.80,-119.90,42.44,965.77,402.98,3.90,8004,7024,7172,381,1959,0.66
2020,9,16,16,34,14,5.74,0.00,0.00,-0.02,0.02,-9.35,-0.79,0.71,14.20,12.00,-120.80,42.47,965.78,402.96,3.58,7923,6948,7094,384,2018,0.68
2020,9,16,16,34,20,5.74,0.00,-0.01,-0.02,0.02,-9.36,-0.81,0.71,12.90,13.90,-122.40,42.47,965.77,403.04,3.31,7699,6620,6735,388,2071,0.70
2020,9,16,16,34,26,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.82,0.70,13.80,12.50,-120.30,42.48,965.78,402.92,3.09,7607,6588,6709,387,2048,0.70
2020,9,16,16,34,31,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.78,0.70,13.20,13.30,-119.90,42.48,965.78,402.95,2.65,7799,6742,6867,390,2062,0.71
2020,9,16,16,34,37,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.81,0.69,14.20,12.70,-118.50,42.50,965.76,403.11,3.20,7725,6685,6807,368,1808,0.60
2020,9,16,16,34,43,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.81,0.71,13.50,13.00,-119.30,42.49,965.78,402.91,3.97,7693,6646,6767,359,1710,0.55
2020,9,16,16,34,49,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.79,0.71,13.90,13.70,-120.80,42.49,965.78,402.96,3.86,7607,6580,6701,382,1978,0.67
2020,9,16,16,34,54,5.74,0.00,0.01,-0.02,0.01,-9.37,-0.80,0.72,14.50,13.70,-120.70,42.50,965.78,402.91,3.86,7813,6749,6873,377,1930,0.64
2020,9,16,16,35,0,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.81,0.71,12.60,12.90,-120.80,42.52,965.78,402.93,3.71,7623,6596,6717,372,1861,0.62
2020,9,16,16,35,6,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.80,0.69,15.20,13.20,-118.80,42.54,965.77,403.01,3.47,7769,6715,6839,380,1962,0.66
2020,9,16,16,35,12,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.80,0.69,13.60,12.20,-120.50,42.56,965.79,402.85,3.67,7816,6753,6877,381,1979,0.66
2020,9,16,16,35,17,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.81,0.70,14.80,13.20,-121.60,42.59,965.77,403.04,3.46,7809,6745,6869,383,1996,0.68
2020,9,16,16,35,23,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.81,0.70,14.70,11.90,-118.90,42.62,965.78,402.98,3.57,7807,6747,6871,383,2003,0.68
2020,9,16,16,35,29,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.80,0.72,13.90,12.20,-120.60,42.65,965.78,402.96,3.64,7849,6782,6907,384,2007,0.68
2020,9,16,16,35,34,5.74,0.00,0.00,-0.02,0.01,-9.37,-0.80,0.72,14.70,12.20,-121.70,42.69,965.77,402.99,3.85,7849,6783,6909,386,2043,0.69
2020,9,16,16,35,40,5.75,0.00,-0.00,-0.02,0.01,-9.36,-0.80,0.70,14.70,12.00,-119.70,42.72,965.77,402.99,3.59,7864,6796,6922,387,2050,0.70
2020,9,16,16,35,46,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.70,14.00,12.50,-120.00,42.76,965.80,402.80,3.59,7505,6489,6611,387,2045,0.70
2020,9,16,16,35,52,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.81,0.71,14.30,13.00,-120.50,42.79,965.80,402.79,3.51,7849,6781,6907,387,2048,0.70
2020,9,16,16,35,57,5.74,0.00,-0.00,-0.02,0.01,-9.36,-0.80,0.72,14.50,12.60,-119.70,42.81,965.81,402.66,3.53,7848,6782,6907,385,2046,0.69
2020,9,16,16,36,3,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.81,0.71,14.70,12.90,-119.40,42.86,965.77,402.98,3.97,7844,6779,6905,385,2044,0.70
2020,9,16,16,36,9,5.74,0.00,0.01,-0.02,0.01,-9.37,-0.81,0.72,14.20,12.90,-120.50,42.89,965.82,402.57,4.26,7856,6789,6915,387,2049,0.70
2020,9,16,16,36,15,5.74,0.00,0.01,-0.02,0.01,-9.34,-0.80,0.73,14.00,12.90,-119.40,42.93,965.79,402.82,3.96,7836,6764,6888,386,2043,0.69
2020,9,16,16,36,20,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.79,0.73,13.50,13.10,-118.30,42.94,965.79,402.82,4.73,7870,6411,6496,386,2042,0.69
2020,9,16,16,36,26,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.79,0.71,14.30,13.10,-120.50,42.95,965.79,402.83,3.55,7992,6981,7123,385,2018,0.69
2020,9,16,16,36,32,5.74,0.00,0.01,-0.01,0.01,-9.34,-0.79,0.70,12.80,12.40,-117.50,42.95,965.77,403.02,4.04,7625,6393,6479,387,2045,0.70
2020,9,16,16,36,38,5.74,0.00,0.00,-0.02,0.01,-9.34,-0.81,0.70,12.70,14.50,-115.70,42.94,965.78,402.95,3.50,7726,6260,6348,386,2044,0.71
2020,9,16,16,36,43,5.74,0.00,0.00,-0.02,0.01,-9.34,-0.80,0.73,13.20,12.70,-116.80,42.96,965.80,402.74,3.43,7635,6384,6468,387,2046,0.70
2020,9,16,16,36,49,5.74,0.00,0.00,-0.02,0.01,-9.34,-0.81,0.70,13.90,12.90,-118.10,42.97,965.75,403.19,3.53,8097,7107,7255,386,2045,0.69
2020,9,16,16,36,55,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.81,0.73,14.60,13.50,-118.20,42.99,965.75,403.22,3.40,8091,7100,7249,386,2044,0.69
2020,9,16,16,37,1,5.74,0.00,0.01,-0.02,0.01,-9.36,-0.79,0.72,14.50,13.10,-119.40,43.02,965.74,403.31,2.95,8059,7070,7218,384,2036,0.68
2020,9,16,16,37,6,5.76,0.00,0.00,-0.02,0.01,-9.34,-0.80,0.74,13.90,12.10,-118.30,43.05,965.75,403.20,2.88,8046,7058,7206,386,2032,0.69
2020,9,16,16,37,12,5.74,0.00,-0.00,-0.02,0.02,-9.34,-0.80,0.71,14.60,11.70,-118.60,43.08,965.75,403.19,3.15,8032,7046,7193,384,2026,0.68
2020,9,16,16,37,18,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.81,0.71,13.30,12.70,-118.10,43.11,965.77,403.01,3.46,8011,7027,7174,385,2021,0.69
2020,9,16,16,37,24,5.74,0.00,-0.00,-0.01,0.01,-9.34,-0.80,0.70,15.20,12.10,-117.80,43.14,965.76,403.11,3.34,7986,7004,7152,384,2015,0.68
2020,9,16,16,37,29,5.74,0.00,-0.00,-0.02,0.01,-9.36,-0.80,0.72,14.60,12.00,-118.90,43.16,965.77,403.04,3.28,7786,6831,6977,383,2001,0.68
2020,9,16,16,37,35,5.74,0.00,-0.00,-0.02,0.01,-9.36,-0.81,0.69,9.10,17.40,-127.70,43.17,965.78,402.96,4.08,7904,6930,7076,383,2001,0.68
2020,9,16,16,37,41,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.80,0.69,8.70,17.80,-130.60,43.17,965.75,403.23,3.63,7900,6926,7072,383,1998,0.68
2020,9,16,16,37,47,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.80,0.70,9.20,17.20,-128.50,43.15,965.77,402.98,3.34,7912,6944,7092,381,1993,0.66
2020,9,16,16,37,52,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.81,0.69,8.90,15.30,-128.50,43.11,965.74,403.24,3.25,7907,6940,7087,383,1989,0.68
2020,9,16,16,37,58,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.80,0.70,14.80,13.70,-124.90,43.07,965.75,403.17,3.07,7893,6927,7074,383,1987,0.68
2020,9,16,16,38,4,5.74,0.00,0.01,-0.02,0.02,-9.35,-0.81,0.73,15.30,12.80,-120.80,43.06,965.75,403.22,3.78,7899,6931,7079,383,1992,0.68
2020,9,16,16,38,9,5.74,0.00,-0.00,-0.02,0.02,-9.35,-0.81,0.72,15.00,13.60,-121.80,43.07,965.73,403.34,3.44,7897,6927,7074,383,1988,0.68
2020,9,16,16,38,15,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.79,0.71,15.70,13.00,-122.80,43.09,965.71,403.55,3.42,7885,6915,7061,381,1987,0.66
2020,9,16,16,38,21,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.80,0.71,15.00,13.80,-122.60,43.09,965.72,403.41,3.38,7862,6897,7042,382,1987,0.67
2020,9,16,16,38,27,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.71,16.20,12.70,-120.90,43.07,965.73,403.40,3.25,7903,6932,7078,384,1990,0.68
2020,9,16,16,38,32,5.75,0.00,-0.00,-0.02,0.01,-9.34,-0.81,0.72,14.50,13.10,-120.40,43.05,965.73,403.33,3.29,7868,6903,7049,382,1991,0.67
2020,9,16,16,38,38,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.78,0.70,14.90,13.60,-123.80,43.03,965.69,403.71,3.78,7694,6761,6903,381,1965,0.66
2020,9,16,16,38,44,5.74,0.00,-0.01,-0.01,0.02,-9.35,-0.80,0.69,5.10,17.40,-130.60,43.04,965.74,403.28,3.60,7711,6778,6921,384,1984,0.68
2020,9,16,16,38,50,5.74,0.00,-0.00,-0.02,0.01,-9.35,-0.81,0.71,-22.80,22.90,-130.30,43.05,965.74,403.29,3.35,7849,6892,7037,383,1989,0.68
2020,9,16,16,38,55,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.71,-17.00,22.20,-131.70,43.03,965.76,403.15,3.81,7911,6944,7090,381,1985,0.66
2020,9,16,16,39,1,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.80,0.70,-16.50,21.90,-132.10,43.00,965.77,403.05,3.40,7932,6961,7107,382,1988,0.67
2020,9,16,16,39,7,5.74,0.00,0.00,-0.02,0.01,-9.36,-0.79,0.71,-8.60,20.20,-131.70,42.95,965.77,403.00,3.61,7880,6917,7062,383,1992,0.68
2020,9,16,16,39,13,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.80,0.72,14.80,13.90,-119.20,42.93,965.78,402.90,3.55,7930,6959,7104,383,1988,0.68
2020,9,16,16,39,18,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.79,0.72,15.10,12.70,-120.90,42.94,965.78,402.95,3.79,7899,6912,7053,383,1984,0.68
2020,9,16,16,39,24,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.83,0.70,15.20,13.50,-120.90,42.96,965.74,403.27,3.65,7897,6912,7053,383,1987,0.68
2020,9,16,16,39,30,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.80,0.71,13.10,12.80,-120.60,42.98,965.73,403.37,3.96,7833,6860,7000,381,1964,0.66
2020,9,16,16,39,36,5.74,0.00,-0.01,-0.02,0.01,-9.36,-0.80,0.72,14.80,12.70,-120.30,43.01,965.72,403.46,3.37,7835,6859,7000,382,1980,0.67
2020,9,16,16,39,41,5.74,0.00,-0.00,-0.02,0.01,-9.36,-0.81,0.72,15.10,12.30,-121.80,43.05,965.71,403.50,4.00,7862,6881,7022,381,1975,0.66
2020,9,16,16,39,47,5.74,0.00,-0.00,-0.02,0.01,-9.36,-0.81,0.71,14.30,11.90,-120.50,43.06,965.69,403.72,3.08,7835,6846,6985,382,1974,0.67
2020,9,16,16,39,53,5.74,0.00,0.00,-0.02,0.01,-9.34,-0.79,0.72,13.80,12.70,-121.40,43.07,965.76,403.14,2.79,7809,6799,6933,382,1973,0.66
2020,9,16,16,39,59,5.74,0.00,0.01,-0.02,0.01,-9.36,-0.80,0.68,13.90,12.20,-120.00,43.08,965.73,403.34,3.08,7627,6555,6670,381,1970,0.66
2020,9,16,16,40,4,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.80,0.71,13.10,12.40,-117.80,43.08,965.74,403.31,3.18,7464,6255,6339,381,1965,0.66
2020,9,16,16,40,10,5.74,0.00,0.00,-0.02,0.01,-9.34,-0.79,0.72,14.30,12.10,-118.90,43.10,965.72,403.48,3.35,7632,6547,6660,381,1966,0.66
2020,9,16,16,40,16,5.74,0.00,0.01,-0.02,0.01,-9.35,-0.80,0.70,13.80,11.40,-120.10,43.09,965.73,403.33,3.54,7662,6590,6707,380,1969,0.66
2020,9,16,16,40,22,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.79,0.71,12.90,12.70,-120.10,43.10,965.75,403.18,3.54,7660,6597,6715,381,1967,0.66
2020,9,16,16,40,27,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.80,0.71,14.20,13.50,-118.90,43.10,965.74,403.24,4.05,7746,6709,6835,382,1973,0.67
2020,9,16,16,40,33,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.81,0.69,14.50,12.60,-120.50,43.10,965.73,403.39,3.73,7763,6728,6855,382,1973,0.67
