EarthPod Sensor Log
Created: Mon Jul  6 02:28:41 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Mon Jul  6 03:25:37 2020,6.224,35.996,32.13,5.08,96.221859375,0,0.0,0.124,4655,0
Mon Jul  6 03:25:44 2020,6.227,36.014,32.589,5.06,96.226871093,0,0.0,0.168,4523,0
Mon Jul  6 03:25:51 2020,6.221,35.931,32.258,5.03,96.222128906,0,0.0,0.164,4523,0
Mon Jul  6 03:25:58 2020,6.223,36.004,31.753,5.02,96.222128906,0,0.0,0.161,4538,0
Mon Jul  6 03:26:05 2020,6.23,35.981,31.703,4.98,96.223574218,0,0.0,0.203,4403,0
Mon Jul  6 03:26:12 2020,6.224,36.004,32.174,4.97,96.221503906,0,0.0,0.145,4564,0
Mon Jul  6 03:26:19 2020,6.222,35.991,31.983,4.93,96.224507812,0,0.0,0.131,4625,0
Mon Jul  6 03:26:26 2020,6.227,35.984,32.516,4.92,96.222839843,0,0.0,0.118,4648,0
Mon Jul  6 03:26:33 2020,6.223,35.941,31.947,4.94,96.222636718,0,0.0,0.111,4689,0
Mon Jul  6 03:26:40 2020,6.222,35.933,32.424,4.91,96.220839843,0,0.0,0.149,4572,0
Mon Jul  6 03:26:47 2020,6.229,35.941,32.511,4.87,96.221175781,0,0.0,0.167,4526,0
Mon Jul  6 03:26:54 2020,6.22,35.938,31.811,4.85,96.22284375,0,0.0,0.122,4658,0
Mon Jul  6 03:27:02 2020,6.226,35.951,32.206,4.87,96.223347656,0,0.0,0.139,4617,0
Mon Jul  6 03:27:09 2020,6.228,35.964,32.669,4.83,96.222914062,0,0.0,0.158,4521,0
Mon Jul  6 03:27:16 2020,6.222,35.901,32.456,4.8,96.223351562,0,0.0,0.126,4628,0
Mon Jul  6 03:27:23 2020,6.22,35.858,32.638,4.8,96.221785156,0,0.0,0.144,4596,0
Mon Jul  6 03:27:30 2020,6.228,35.86,31.944,4.78,96.221511718,0,0.0,0.114,4688,0
Mon Jul  6 03:27:37 2020,6.229,35.913,32.72,4.76,96.22425,0,0.0,0.124,4646,0
Mon Jul  6 03:27:44 2020,6.225,35.906,33.18,4.73,96.2241875,0,0.0,0.139,4603,0
Mon Jul  6 03:27:51 2020,6.229,35.898,32.138,4.72,96.226421875,0,0.0,0.132,4637,0
Mon Jul  6 03:27:58 2020,6.227,35.936,31.98,4.7,96.227792968,0,0.0,0.181,4481,0
Mon Jul  6 03:28:05 2020,6.225,35.853,32.012,4.7,96.223417968,0,0.0,0.117,4663,0
Mon Jul  6 03:28:12 2020,6.23,35.87,33.039,4.67,96.2211875,0,0.0,0.114,4682,0
Mon Jul  6 03:28:19 2020,6.223,35.838,32.559,4.65,96.223125,0,0.0,0.14,4606,0
Mon Jul  6 03:28:26 2020,6.226,35.835,32.936,4.68,96.222789062,0,0.0,0.128,4629,0
Mon Jul  6 03:28:33 2020,6.23,35.853,32.666,4.66,96.225589843,0,0.0,0.121,4652,0
Mon Jul  6 03:28:40 2020,6.225,35.83,32.734,4.64,96.226527343,0,0.0,0.158,4562,0
Mon Jul  6 03:28:47 2020,6.222,35.823,32.617,4.61,96.226894531,0,0.0,0.133,4611,0
Mon Jul  6 03:28:54 2020,6.232,35.845,32.164,4.57,96.229632812,0,0.0,0.134,4619,0
Mon Jul  6 03:29:01 2020,6.222,35.883,32.565,4.57,96.223664062,3,0.025554484088717452,0.165,4528,0
Mon Jul  6 03:29:09 2020,6.222,35.775,32.728,4.56,96.225871093,1,0.008518161362905818,0.162,4534,0
Mon Jul  6 03:29:16 2020,6.229,35.812,32.312,4.58,96.222703125,0,0.0,0.153,4559,0
Mon Jul  6 03:29:23 2020,6.228,35.785,32.344,4.55,96.222996093,0,0.0,0.12,4661,0
Mon Jul  6 03:29:30 2020,6.223,35.833,31.579,4.56,96.224367187,0,0.0,0.128,4639,0
Mon Jul  6 03:29:37 2020,6.229,35.835,31.986,4.54,96.224765625,0,0.0,0.123,4651,0
Mon Jul  6 03:29:44 2020,6.223,35.812,32.281,4.5,96.227769531,0,0.0,0.111,4681,0
Mon Jul  6 03:29:51 2020,6.225,35.835,32.066,4.51,96.227105468,0,0.0,0.126,4646,0
Mon Jul  6 03:29:58 2020,6.227,35.848,31.9,4.48,96.223597656,0,0.0,0.134,4615,0
Mon Jul  6 03:30:05 2020,6.223,35.875,32.179,4.49,96.222265625,0,0.0,0.164,4525,0
Mon Jul  6 03:30:12 2020,6.223,35.797,32.308,4.45,96.223332031,0,0.0,0.114,4662,0
Mon Jul  6 03:30:19 2020,6.229,35.795,32.072,4.45,96.222261718,0,0.0,0.122,4644,0
Mon Jul  6 03:30:26 2020,6.221,35.833,32.669,4.28,96.224433593,0,0.0,0.125,4650,0
Mon Jul  6 03:30:33 2020,6.222,35.865,32.548,4.37,96.224601562,0,0.0,0.111,4691,0
Mon Jul  6 03:30:40 2020,6.228,35.868,32.696,4.33,96.224703125,0,0.0,0.131,4630,0
Mon Jul  6 03:30:47 2020,6.225,35.815,32.563,4.26,96.227003906,0,0.0,0.139,4596,0
Mon Jul  6 03:30:54 2020,6.222,35.843,32.019,4.24,96.225167968,0,0.0,0.135,4615,0
Mon Jul  6 03:31:01 2020,6.228,35.81,32.716,4.3,96.224035156,0,0.0,0.227,4265,0
Mon Jul  6 03:31:08 2020,6.222,35.843,32.083,4.35,96.224808593,0,0.0,0.163,4495,0
Mon Jul  6 03:31:15 2020,6.227,35.82,32.969,4.33,96.221867187,0,0.0,0.132,4605,0
Mon Jul  6 03:31:23 2020,6.229,35.792,32.778,4.34,96.225773437,0,0.0,0.112,4655,0
Mon Jul  6 03:31:30 2020,6.223,35.81,32.362,4.3,96.223472656,0,0.0,0.125,4637,0
Mon Jul  6 03:31:37 2020,6.224,35.757,31.826,4.31,96.225710937,0,0.0,0.119,4653,0
Mon Jul  6 03:31:44 2020,6.232,35.785,32.008,4.29,96.224308593,0,0.0,0.123,4647,0
Mon Jul  6 03:31:51 2020,6.224,35.818,32.241,4.28,96.222472656,0,0.0,0.129,4620,0
Mon Jul  6 03:31:58 2020,6.22,35.825,32.157,4.28,96.226476562,0,0.0,0.154,4548,0
Mon Jul  6 03:32:05 2020,6.229,35.823,32.131,4.25,96.227210937,0,0.0,0.141,4581,0
Mon Jul  6 03:32:12 2020,6.223,35.8,32.359,4.21,96.226148437,0,0.0,0.164,4502,0
Mon Jul  6 03:32:19 2020,6.218,35.757,32.73,4.22,96.224914062,0,0.0,0.125,4633,0
Mon Jul  6 03:32:26 2020,6.227,35.76,32.673,4.2,96.226753906,0,0.0,0.191,4437,0
Mon Jul  6 03:32:33 2020,6.222,35.737,33.221,4.23,96.226652343,0,0.0,0.202,4396,0
Mon Jul  6 03:32:40 2020,6.223,35.709,32.411,4.19,96.227152343,0,0.0,0.206,4380,0
Mon Jul  6 03:32:47 2020,6.228,35.656,32.247,4.13,96.225753906,0,0.0,0.215,4336,0
Mon Jul  6 03:32:54 2020,6.221,35.634,32.405,4.11,96.228257812,0,0.0,0.142,4563,0
Mon Jul  6 03:33:01 2020,6.222,35.596,32.681,4.09,96.226152343,0,0.0,0.122,4628,0
Mon Jul  6 03:33:08 2020,6.227,35.644,32.499,4.15,96.228820312,0,0.0,0.124,4623,0
Mon Jul  6 03:33:15 2020,6.224,35.631,32.052,4.15,96.230660156,0,0.0,0.161,4511,0
Mon Jul  6 03:33:22 2020,6.22,35.619,32.563,4.12,96.227992187,0,0.0,0.134,4580,0
Mon Jul  6 03:33:30 2020,6.229,35.621,32.498,4.08,96.227492187,0,0.0,0.144,4561,0
Mon Jul  6 03:33:37 2020,6.224,35.604,32.661,4.12,96.231160156,0,0.0,0.122,4622,0
Mon Jul  6 03:33:44 2020,6.22,35.606,33.065,4.06,96.228492187,0,0.0,0.137,4587,0
Mon Jul  6 03:33:51 2020,6.228,35.588,32.06,4.1,96.229425781,0,0.0,0.122,4637,0
Mon Jul  6 03:33:58 2020,6.226,35.636,32.192,4.1,96.227757812,0,0.0,0.133,4598,0
Mon Jul  6 03:34:05 2020,6.224,35.674,32.423,4.09,96.228863281,0,0.0,0.136,4563,0
Mon Jul  6 03:34:12 2020,6.227,35.626,32.757,4.06,96.226460937,0,0.0,0.125,4606,0
Mon Jul  6 03:34:19 2020,6.22,35.558,32.774,4.06,96.227257812,1,0.008520900321543408,0.124,4621,0
Mon Jul  6 03:34:26 2020,6.227,35.591,32.189,4.03,96.230027343,0,0.0,0.139,4580,0
Mon Jul  6 03:34:33 2020,6.228,35.649,32.914,4.0,96.229261718,0,0.0,0.119,4635,0
Mon Jul  6 03:34:40 2020,6.223,35.661,32.492,4.03,96.230160156,0,0.0,0.116,4640,0
Mon Jul  6 03:34:47 2020,6.222,35.679,32.853,3.99,96.22859375,0,0.0,0.209,4363,0
Mon Jul  6 03:34:54 2020,6.228,35.646,33.035,4.83,96.229632812,0,0.0,0.245,4253,0
Mon Jul  6 03:35:01 2020,6.226,35.649,34.312,7.02,96.230097656,0,0.0,0.28,4137,0
Mon Jul  6 03:35:08 2020,6.221,35.636,34.06,4.07,96.229425781,0,0.0,0.118,4625,0
Mon Jul  6 03:35:15 2020,6.227,35.583,34.019,2.75,96.233136718,10,0.08511321663722499,0.509,3828,0
Mon Jul  6 03:35:22 2020,6.222,35.571,33.383,2.66,96.22896875,54,0.45998071359691417,0.631,3781,0
Mon Jul  6 03:35:29 2020,6.228,35.649,33.424,2.67,96.233636718,99,0.842485549132948,0.459,3824,0
Mon Jul  6 03:35:36 2020,6.228,35.702,33.151,2.69,96.232035156,102,0.8680154142581888,0.449,3830,0
Mon Jul  6 03:35:44 2020,6.222,35.734,33.207,2.72,96.226363281,111,0.9455159112825458,0.513,3837,0
Mon Jul  6 03:35:51 2020,6.225,35.818,33.441,2.71,96.230296875,96,0.8173493975903615,0.482,3841,0
Mon Jul  6 03:35:58 2020,6.229,35.865,32.887,2.77,96.230964843,114,0.9699791298763846,0.494,3847,0
Mon Jul  6 03:36:05 2020,6.225,35.918,32.046,2.78,96.231132812,88,0.7492369477911647,0.427,3864,0
Mon Jul  6 03:36:12 2020,6.221,35.936,34.37,4.88,96.227796875,20,0.17039061244172962,0.952,3537,0
Mon Jul  6 03:36:19 2020,6.227,35.722,28.546,101.6,96.224964843,2,0.017022643327444995,0.392,3785,0
Mon Jul  6 03:36:26 2020,6.222,35.719,25.105,186.08,96.225964843,0,0.0,0.25,4250,0
Mon Jul  6 03:36:33 2020,6.225,35.843,22.882,120.0,96.223523437,0,0.0,0.215,4431,0
Mon Jul  6 03:36:40 2020,6.231,36.057,24.079,606.08,96.224820312,1,0.008505857807735516,0.222,4453,0
Mon Jul  6 03:36:47 2020,6.223,36.11,23.187,644.48,96.224582031,0,0.0,0.105,4821,0
Mon Jul  6 03:36:54 2020,6.223,36.167,25.962,644.48,96.225875,0,0.0,0.087,4921,0
Mon Jul  6 03:37:01 2020,6.228,36.185,24.349,213.92,96.221691406,1,0.00850995504174695,0.236,4498,0
Mon Jul  6 03:37:08 2020,6.224,36.308,23.155,396.16,96.221574218,0,0.0,0.096,4958,0
Mon Jul  6 03:37:15 2020,6.223,36.402,23.547,392.64,96.222789062,0,0.0,0.091,5011,0
Mon Jul  6 03:37:22 2020,6.228,36.455,23.085,388.48,96.223804687,0,0.0,0.085,5065,0
Mon Jul  6 03:37:29 2020,6.223,36.517,23.669,385.6,96.225554687,0,0.0,0.098,5059,0
Mon Jul  6 03:37:36 2020,6.224,36.565,23.121,381.76,96.2230625,0,0.0,0.093,5082,0
Mon Jul  6 03:37:43 2020,6.229,36.658,22.03,378.56,96.222234375,0,0.0,0.088,5130,0
Mon Jul  6 03:37:50 2020,6.222,36.711,22.734,375.04,96.223671875,0,0.0,0.093,5155,0
Mon Jul  6 03:37:58 2020,6.222,36.744,22.665,371.84,96.223042968,0,0.0,0.089,5190,0
Mon Jul  6 03:38:05 2020,6.23,36.837,23.109,368.64,96.223585937,0,0.0,0.102,5174,0
Mon Jul  6 03:38:12 2020,6.227,36.915,21.466,365.44,96.221542968,0,0.0,0.12,5134,0
Mon Jul  6 03:38:19 2020,6.226,37.003,22.236,361.92,96.218125,0,0.0,0.105,5180,0
Mon Jul  6 03:38:26 2020,6.228,37.097,21.624,358.72,96.22025,0,0.0,0.099,5232,0
Mon Jul  6 03:38:33 2020,6.226,37.175,21.775,354.56,96.222285156,0,0.0,0.105,5230,0
Mon Jul  6 03:38:40 2020,6.223,37.217,23.007,351.68,96.222242187,0,0.0,0.103,5254,0
Mon Jul  6 03:38:47 2020,6.23,37.23,21.879,348.48,96.223769531,0,0.0,0.101,5274,0
Mon Jul  6 03:38:54 2020,6.223,37.353,21.374,344.96,96.223355468,0,0.0,0.104,5272,0
Mon Jul  6 03:39:01 2020,6.226,37.411,21.894,341.76,96.223503906,0,0.0,0.109,5275,0
Mon Jul  6 03:39:08 2020,6.23,37.464,20.904,338.56,96.218871093,0,0.0,0.1,5305,0
Mon Jul  6 03:39:15 2020,6.221,37.587,21.781,335.36,96.218316406,0,0.0,0.106,5310,0
Mon Jul  6 03:39:22 2020,6.226,37.64,22.412,332.16,96.218605468,0,0.0,0.109,5313,0
Mon Jul  6 03:39:29 2020,6.23,37.703,21.736,328.96,96.225667968,0,0.0,0.143,5205,0
Mon Jul  6 03:39:36 2020,6.225,37.756,21.06,325.76,96.222339843,0,0.0,0.109,5314,0
Mon Jul  6 03:39:43 2020,6.223,37.794,20.497,322.56,96.224394531,0,0.0,0.116,5261,0
Mon Jul  6 03:39:50 2020,6.229,37.847,20.083,319.68,96.2234375,0,0.0,0.114,5307,0
Mon Jul  6 03:39:57 2020,6.224,37.945,20.53,316.32,96.223578125,0,0.0,0.14,5241,0
Mon Jul  6 03:40:04 2020,6.223,37.947,20.373,313.6,96.225535156,0,0.0,0.131,5246,0
Mon Jul  6 03:40:12 2020,6.23,38.026,20.915,310.4,96.224207031,0,0.0,0.114,5304,0
Mon Jul  6 03:40:19 2020,6.224,38.088,20.217,307.36,96.227386718,0,0.0,0.136,5266,0
Mon Jul  6 03:40:26 2020,6.225,38.162,20.347,304.0,96.224644531,0,0.0,0.11,5352,0
Mon Jul  6 03:40:33 2020,6.229,38.199,20.724,299.84,96.221195312,0,0.0,0.114,5356,0
Mon Jul  6 03:40:40 2020,6.223,38.237,20.481,296.8,96.222,0,0.0,0.186,5124,0
Mon Jul  6 03:40:47 2020,6.224,38.315,20.452,294.24,96.22234375,0,0.0,0.108,5376,0
Mon Jul  6 03:40:54 2020,6.229,38.383,20.451,291.04,96.221808593,0,0.0,0.11,5383,0
Mon Jul  6 03:41:01 2020,6.224,38.416,20.925,288.0,96.222316406,0,0.0,0.111,5394,0
Mon Jul  6 03:41:08 2020,6.224,38.489,21.006,285.28,96.225,0,0.0,0.106,5385,0
Mon Jul  6 03:41:15 2020,6.229,38.516,20.404,282.08,96.22359375,0,0.0,0.109,5424,0
Mon Jul  6 03:41:22 2020,6.223,38.539,20.567,280.32,96.225878906,0,0.0,0.124,5378,0
Mon Jul  6 03:41:29 2020,6.226,38.657,19.552,277.12,96.22375,0,0.0,0.21,5052,0
Mon Jul  6 03:41:36 2020,6.232,38.64,20.204,273.92,96.224253906,0,0.0,0.111,5366,0
Mon Jul  6 03:41:43 2020,6.224,38.718,19.772,271.04,96.223988281,0,0.0,0.154,5263,0
Mon Jul  6 03:41:50 2020,6.233,38.781,19.853,268.32,96.226039062,0,0.0,0.235,4966,0
Mon Jul  6 03:41:57 2020,6.228,38.778,20.144,265.44,96.224898437,0,0.0,0.112,5328,0
Mon Jul  6 03:42:04 2020,6.222,38.801,19.657,262.72,96.227402343,0,0.0,0.138,5281,0
Mon Jul  6 03:42:11 2020,6.224,38.854,19.848,259.84,96.226851562,0,0.0,0.115,5349,0
Mon Jul  6 03:42:18 2020,6.229,38.907,20.411,257.28,96.223839843,0,0.0,0.114,5379,0
Mon Jul  6 03:42:25 2020,6.223,38.98,19.406,254.4,96.224847656,0,0.0,0.12,5372,0
Mon Jul  6 03:42:33 2020,6.223,39.002,20.045,251.68,96.221808593,0,0.0,0.117,5372,0
Mon Jul  6 03:42:40 2020,6.227,39.015,20.147,249.12,96.225007812,0,0.0,0.111,5405,0
Mon Jul  6 03:42:47 2020,6.227,39.088,20.283,246.56,96.226695312,0,0.0,0.117,5402,0
Mon Jul  6 03:42:54 2020,6.222,39.156,20.425,243.84,96.222019531,0,0.0,0.122,5387,0
Mon Jul  6 03:43:01 2020,6.228,39.179,20.042,241.28,96.224492187,0,0.0,0.207,5079,0
Mon Jul  6 03:43:08 2020,6.225,39.161,20.046,238.56,96.225390625,0,0.0,0.186,5149,0
Mon Jul  6 03:43:15 2020,6.224,39.214,19.773,235.84,96.225441406,0,0.0,0.136,5280,0
Mon Jul  6 03:43:22 2020,6.228,39.247,18.066,233.44,96.226328125,0,0.0,0.127,5293,0
Mon Jul  6 03:43:29 2020,6.224,39.269,19.032,231.36,96.22665625,0,0.0,0.118,5377,0
Mon Jul  6 03:43:36 2020,6.225,39.342,20.248,228.8,96.225691406,0,0.0,0.12,5379,0
Mon Jul  6 03:43:43 2020,6.234,39.44,18.128,226.4,96.229121093,0,0.0,0.118,5404,0
Mon Jul  6 03:43:50 2020,6.224,39.483,18.621,223.68,96.226773437,0,0.0,0.118,5416,0
Mon Jul  6 03:43:57 2020,6.226,39.471,18.663,221.6,96.227125,0,0.0,0.168,5217,0
Mon Jul  6 03:44:04 2020,6.229,39.524,19.915,219.36,96.225667968,0,0.0,0.116,5413,0
Mon Jul  6 03:44:11 2020,6.227,39.546,17.787,216.8,96.228398437,0,0.0,0.198,5141,0
Mon Jul  6 03:44:18 2020,6.224,39.488,19.375,214.4,96.226710937,0,0.0,0.311,4690,0
Mon Jul  6 03:44:25 2020,6.23,39.531,19.59,212.0,96.225789062,0,0.0,0.346,4563,0
Mon Jul  6 03:44:32 2020,6.226,39.539,18.429,209.76,96.227152343,0,0.0,0.182,5110,0
Mon Jul  6 03:44:39 2020,6.225,39.571,18.836,207.36,96.226132812,0,0.0,0.133,5245,0
Mon Jul  6 03:44:47 2020,6.229,39.584,19.177,205.28,96.228390625,0,0.0,0.145,5232,0
Mon Jul  6 03:44:54 2020,6.223,39.662,19.346,203.04,96.227917968,0,0.0,0.115,5354,0
Mon Jul  6 03:45:01 2020,6.227,39.695,18.893,200.96,96.228085937,0,0.0,0.12,5369,0
Mon Jul  6 03:45:08 2020,6.23,39.783,19.963,198.72,96.228679687,0,0.0,0.117,5397,0
Mon Jul  6 03:45:15 2020,6.228,39.826,19.995,196.32,96.22790625,0,0.0,0.117,5404,0
Mon Jul  6 03:45:22 2020,6.226,39.823,18.586,194.4,96.230703125,0,0.0,0.124,5382,0
Mon Jul  6 03:45:29 2020,6.233,39.821,19.372,192.32,96.229742187,0,0.0,0.123,5382,0
Mon Jul  6 03:45:36 2020,6.226,39.818,18.693,190.24,96.228394531,0,0.0,0.135,5344,0
Mon Jul  6 03:45:43 2020,6.222,39.841,19.024,188.16,96.229398437,0,0.0,0.256,4903,0
Mon Jul  6 03:45:50 2020,6.228,39.798,20.549,186.08,96.229136718,0,0.0,0.12,5309,0
Mon Jul  6 03:45:57 2020,6.225,39.831,20.721,184.16,96.229523437,0,0.0,0.127,5317,0
Mon Jul  6 03:46:04 2020,6.226,39.838,18.824,181.92,96.229148437,0,0.0,0.132,5323,0
Mon Jul  6 03:46:11 2020,6.229,39.906,18.893,180.0,96.230984375,0,0.0,0.195,5086,0
Mon Jul  6 03:46:18 2020,6.22,39.869,19.541,178.24,96.229707031,0,0.0,0.104,5327,0
Mon Jul  6 03:46:25 2020,6.224,39.866,19.113,176.16,96.231941406,0,0.0,0.12,5321,0
Mon Jul  6 03:46:32 2020,6.231,39.939,19.459,174.24,96.234207031,0,0.0,0.12,5369,0
Mon Jul  6 03:46:39 2020,6.23,40.002,19.284,122.32,96.233546875,0,0.0,0.117,5389,0
Mon Jul  6 03:46:46 2020,6.224,40.04,17.835,114.08,96.233445312,0,0.0,0.117,5397,0
Mon Jul  6 03:46:53 2020,6.226,40.098,20.086,112.0,96.232507812,0,0.0,0.116,5412,0
Mon Jul  6 03:47:01 2020,6.228,40.181,18.989,142.56,96.232050781,0,0.0,0.17,5230,0
Mon Jul  6 03:47:08 2020,6.223,40.188,18.969,125.6,96.230269531,0,0.0,0.114,5402,0
Mon Jul  6 03:47:15 2020,6.23,40.231,17.695,152.64,96.230597656,0,0.0,0.117,5417,0
Mon Jul  6 03:47:22 2020,6.226,40.274,18.438,160.8,96.22828125,0,0.0,0.119,5411,0
Mon Jul  6 03:47:29 2020,6.225,40.291,19.743,159.84,96.227367187,1,0.008514056224899598,0.127,5395,0
Mon Jul  6 03:47:36 2020,6.229,40.38,18.493,157.92,96.227035156,0,0.0,0.161,5281,0
Mon Jul  6 03:47:43 2020,6.224,40.422,19.035,156.32,96.228425781,0,0.0,0.154,5297,0
Mon Jul  6 03:47:50 2020,6.222,40.349,19.039,154.56,96.228640625,0,0.0,0.113,5408,0
Mon Jul  6 03:47:57 2020,6.231,40.443,18.333,153.04,96.227511718,0,0.0,0.122,5405,0
Mon Jul  6 03:48:04 2020,6.225,40.39,18.704,151.2,96.233125,0,0.0,0.117,5430,0
Mon Jul  6 03:48:11 2020,6.226,40.438,18.992,149.44,96.229855468,0,0.0,0.119,5434,0
Mon Jul  6 03:48:18 2020,6.234,40.44,18.53,147.6,96.228691406,0,0.0,0.11,5462,0
Mon Jul  6 03:48:25 2020,6.224,40.523,18.656,146.24,96.228910156,0,0.0,0.115,5458,0
Mon Jul  6 03:48:32 2020,6.222,40.526,19.427,144.24,96.230941406,0,0.0,0.115,5463,0
Mon Jul  6 03:48:39 2020,6.231,40.599,21.876,34.72,96.231078125,4,0.034023431230942064,0.439,4450,0
Mon Jul  6 03:48:46 2020,6.226,40.5,25.448,55.12,96.237847656,0,0.0,0.125,5351,0
Mon Jul  6 03:48:53 2020,6.224,40.533,21.156,34.12,96.235292968,1,0.008515424164524422,0.638,4444,0
Mon Jul  6 03:49:00 2020,6.228,40.44,21.768,67.92,96.233960937,1,0.00850995504174695,0.443,4413,0
Mon Jul  6 03:49:07 2020,6.224,40.432,22.425,58.4,96.238285156,33,0.2810089974293059,0.332,4576,0
Mon Jul  6 03:49:15 2020,6.224,40.364,21.163,47.52,96.238578125,6,0.05109254498714653,0.618,4252,0
Mon Jul  6 03:49:22 2020,6.251,40.276,20.368,44.24,96.233492187,33,0.279795232762758,0.252,4691,0
Mon Jul  6 03:49:29 2020,6.217,40.183,20.639,15.9,96.233078125,6,0.0511500723821779,0.293,4606,0
Mon Jul  6 03:49:36 2020,6.226,40.206,23.771,5.78,96.236976562,0,0.0,0.471,4239,0
Mon Jul  6 03:49:43 2020,6.231,40.052,28.063,3.44,96.241480468,3,0.025517573423206548,0.776,4036,0
Mon Jul  6 03:49:50 2020,6.221,39.798,28.273,29.48,96.236304687,12,0.10223436746503778,0.462,3809,0
Mon Jul  6 03:49:57 2020,6.222,39.388,26.678,5.91,96.24196875,6,0.051108968177434905,0.307,4103,0
Mon Jul  6 03:50:04 2020,6.231,39.33,26.216,5.73,96.243035156,0,0.0,0.435,3831,0
Mon Jul  6 03:50:11 2020,6.224,39.171,27.539,5.7,96.242550781,0,0.0,0.187,4580,0
Mon Jul  6 03:50:18 2020,6.222,38.877,28.321,5.71,96.24396875,1,0.008518161362905818,0.279,4229,0
Mon Jul  6 03:50:25 2020,6.228,38.486,27.774,5.67,96.243171875,0,0.0,0.236,4198,0
Mon Jul  6 03:50:32 2020,6.224,38.146,28.752,5.67,96.246390625,0,0.0,0.19,4384,0
Mon Jul  6 03:50:39 2020,6.227,37.862,29.928,5.68,96.245394531,0,0.0,0.284,3984,0
Mon Jul  6 03:50:46 2020,6.227,37.764,28.987,5.69,96.243421875,0,0.0,0.235,4182,0
Mon Jul  6 03:50:53 2020,6.223,37.635,29.55,5.66,96.242710937,0,0.0,0.221,4249,0
Mon Jul  6 03:51:00 2020,6.223,37.733,28.211,5.65,96.242199218,0,0.0,0.241,4153,0
Mon Jul  6 03:51:07 2020,6.228,37.681,30.718,3.75,96.241148437,1,0.00850995504174695,0.514,3542,0
Mon Jul  6 03:51:14 2020,6.222,37.653,29.869,4.33,96.241070312,0,0.0,0.136,4502,0
Mon Jul  6 03:51:22 2020,6.218,37.716,29.428,5.04,96.240710937,0,0.0,0.13,4534,0
Mon Jul  6 03:51:29 2020,6.23,37.759,30.216,4.85,96.242066406,0,0.0,0.13,4555,0
